METADATA|Position|SourceSystemOwner|SourceSystemId|EffectiveStartDate|PositionCode|BusinessUnitName|Name|ActiveStatus|DepartmentId|JobId|LocationId|FullPartTime|RegularTemporary|HiringStatus|PositionType|FTE|HeadCount|WorkingHours|Frequency
MERGE|Position|ALTAHRN01|131563|1951/01/01|131563|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131564|1951/01/01|131564|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131565|1951/01/01|131565|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131566|1951/01/01|131566|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131567|1951/01/01|131567|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131568|1951/01/01|131568|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131569|1951/01/01|131569|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131570|1951/01/01|131570|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131571|1951/01/01|131571|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131572|1951/01/01|131572|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131573|1951/01/01|131573|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131574|1951/01/01|131574|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131575|1951/01/01|131575|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131576|1951/01/01|131576|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131577|1951/01/01|131577|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131578|1951/01/01|131578|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131579|1951/01/01|131579|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131580|1951/01/01|131580|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131581|1951/01/01|131581|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131582|1951/01/01|131582|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131583|1951/01/01|131583|UOB Business Unit|Librarian|A|300000001485553|300000009529249|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131234|1951/01/01|131234|UOB Business Unit|Director of HR|A|300000001922212|300000009529156|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131235|1951/01/01|131235|UOB Business Unit|Assistant Director of HR (Service Delivery)|A|300000001922212|300000009529159|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131287|1951/01/01|131287|UOB Business Unit|Assistant Director of HR (Wellbeing)|A|300000001922212|300000009529174|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131446|1951/01/01|131446|UOB Business Unit|Assistant Director of HR (POD)|A|300000001922212|300000009529216|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131477|1951/01/01|131477|UOB Business Unit|Registrar and Secretary|A|300000001720203|300000009529228|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131478|1951/01/01|131478|UOB Business Unit|Director of Operations|A|300000001445335|300000009529231|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131479|1951/01/01|131479|UOB Business Unit|Director of Operations|A|300000009529891|300000009529231|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131480|1951/01/01|131480|UOB Business Unit|Director of Operations|A|300000009529910|300000009529231|300000004663603|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131481|1951/01/01|131481|UOB Business Unit|Director of Operations|A|300000009529929|300000009529231|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131482|1951/01/01|131482|UOB Business Unit|Director of Operations|A|300000009535064|300000009529231|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131483|1951/01/01|131483|UOB Business Unit|Director of Operations|A|300000001720051|300000009529231|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131484|1951/01/01|131484|UOB Business Unit|Director of Operations|A|300000002283238|300000009529231|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|40|W
MERGE|Position|ALTAHRN01|131259|1951/01/01|131259|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131260|1951/01/01|131260|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131261|1951/01/01|131261|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131262|1951/01/01|131262|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131263|1951/01/01|131263|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131264|1951/01/01|131264|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131265|1951/01/01|131265|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131266|1951/01/01|131266|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131267|1951/01/01|131267|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131268|1951/01/01|131268|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131269|1951/01/01|131269|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131270|1951/01/01|131270|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131271|1951/01/01|131271|UOB Business Unit|HR Administrators|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131272|1951/01/01|131272|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131273|1951/01/01|131273|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131274|1951/01/01|131274|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131275|1951/01/01|131275|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131276|1951/01/01|131276|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131277|1951/01/01|131277|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131278|1951/01/01|131278|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131279|1951/01/01|131279|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131280|1951/01/01|131280|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131281|1951/01/01|131281|UOB Business Unit|HR Assistant|A|300000001922212|300000009529165|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131306|1951/01/01|131306|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131307|1951/01/01|131307|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131308|1951/01/01|131308|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131309|1951/01/01|131309|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131310|1951/01/01|131310|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131311|1951/01/01|131311|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131312|1951/01/01|131312|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131313|1951/01/01|131313|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131314|1951/01/01|131314|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131315|1951/01/01|131315|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131316|1951/01/01|131316|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131317|1951/01/01|131317|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131318|1951/01/01|131318|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131319|1951/01/01|131319|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131320|1951/01/01|131320|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131321|1951/01/01|131321|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131322|1951/01/01|131322|UOB Business Unit|Health and Safety Administrator|A|300000001922212|300000009529180|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131334|1951/01/01|131334|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131335|1951/01/01|131335|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131336|1951/01/01|131336|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131337|1951/01/01|131337|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131338|1951/01/01|131338|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131339|1951/01/01|131339|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131340|1951/01/01|131340|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131341|1951/01/01|131341|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131342|1951/01/01|131342|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131343|1951/01/01|131343|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131344|1951/01/01|131344|UOB Business Unit|Occupational Health Administrator|A|300000001922212|300000009529186|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131365|1951/01/01|131365|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131366|1951/01/01|131366|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131367|1951/01/01|131367|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131368|1951/01/01|131368|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131369|1951/01/01|131369|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131370|1951/01/01|131370|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131371|1951/01/01|131371|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131372|1951/01/01|131372|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131373|1951/01/01|131373|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131374|1951/01/01|131374|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131375|1951/01/01|131375|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131376|1951/01/01|131376|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131377|1951/01/01|131377|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131378|1951/01/01|131378|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131379|1951/01/01|131379|UOB Business Unit|Recruitment Administrator|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131380|1951/01/01|131380|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131381|1951/01/01|131381|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131382|1951/01/01|131382|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131383|1951/01/01|131383|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131384|1951/01/01|131384|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131385|1951/01/01|131385|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131386|1951/01/01|131386|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131387|1951/01/01|131387|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131388|1951/01/01|131388|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131389|1951/01/01|131389|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131390|1951/01/01|131390|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131391|1951/01/01|131391|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131392|1951/01/01|131392|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131393|1951/01/01|131393|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131394|1951/01/01|131394|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131395|1951/01/01|131395|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131396|1951/01/01|131396|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131397|1951/01/01|131397|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131398|1951/01/01|131398|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131399|1951/01/01|131399|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131400|1951/01/01|131400|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131401|1951/01/01|131401|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131402|1951/01/01|131402|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131403|1951/01/01|131403|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131404|1951/01/01|131404|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131405|1951/01/01|131405|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131406|1951/01/01|131406|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131407|1951/01/01|131407|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131408|1951/01/01|131408|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131409|1951/01/01|131409|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131410|1951/01/01|131410|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131411|1951/01/01|131411|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131412|1951/01/01|131412|UOB Business Unit|Recruitment Assistant|A|300000001922212|300000009529198|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131414|1951/01/01|131414|UOB Business Unit|Reward and Remuneration Assistant|A|300000001922212|300000009529204|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131415|1951/01/01|131415|UOB Business Unit|Reward and Remuneration Assistant|A|300000001922212|300000009529204|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131416|1951/01/01|131416|UOB Business Unit|Reward and Remuneration Assistant|A|300000001922212|300000009529204|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131417|1951/01/01|131417|UOB Business Unit|Reward and Remuneration Assistant|A|300000001922212|300000009529204|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131418|1951/01/01|131418|UOB Business Unit|Reward and Remuneration Assistant|A|300000001922212|300000009529204|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131419|1951/01/01|131419|UOB Business Unit|Reward and Remuneration Assistant|A|300000001922212|300000009529204|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131433|1951/01/01|131433|UOB Business Unit|PTAC Administrator|A|300000001922212|300000009529213|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131434|1951/01/01|131434|UOB Business Unit|PTAC Administrator|A|300000001922212|300000009529213|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
MERGE|Position|ALTAHRN01|131435|1951/01/01|131435|UOB Business Unit|PTAC Administrator|A|300000001922212|300000009529213|300000001260727|FULL_TIME|R|APPROVED|SINGLE|1|1|36|W
