METADATA|Worker|SourceSystemOwner|SourceSystemId|EffectiveStartDate|EffectiveEndDate|PersonNumber|StartDate|DateOfBirth|ActionCode
MERGE|Worker|ALTAHRN01|6688438|2016/10/27|4712/12/31|6688438|2016/10/27|1986/09/13|HIRE
MERGE|Worker|ALTAHRN01|6689124|2009/07/13|4712/12/31|6689124|2009/07/13|1991/08/25|HIRE
MERGE|Worker|ALTAHRN01|6689714|2014/09/08|4712/12/31|6689714|2014/09/08|1984/07/09|HIRE
MERGE|Worker|ALTAHRN01|6690476|2006/07/31|4712/12/31|6690476|2006/07/31|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6691003|2005/01/10|4712/12/31|6691003|2005/01/10|1977/10/02|HIRE
MERGE|Worker|ALTAHRN01|6691005|2012/06/11|4712/12/31|6691005|2012/06/11|1970/07/06|HIRE
MERGE|Worker|ALTAHRN01|6691007|2001/06/05|4712/12/31|6691007|2001/06/05|1968/08/05|HIRE
MERGE|Worker|ALTAHRN01|6691008|2009/10/01|4712/12/31|6691008|2009/10/01|1987/10/26|HIRE
MERGE|Worker|ALTAHRN01|6691929|2009/02/02|4712/12/31|6691929|2009/02/02|1972/06/20|HIRE
MERGE|Worker|ALTAHRN01|6692140|2016/05/01|4712/12/31|6692140|2016/05/01|1971/09/05|HIRE
MERGE|Worker|ALTAHRN01|6692160|2012/10/08|4712/12/31|6692160|2012/10/08|1977/06/14|HIRE
MERGE|Worker|ALTAHRN01|6693397|1979/12/03|4712/12/31|6693397|1979/12/03|1955/02/13|HIRE
MERGE|Worker|ALTAHRN01|6693539|2001/06/25|4712/12/31|6693539|2001/06/25|1965/10/25|HIRE
MERGE|Worker|ALTAHRN01|6693862|2010/03/01|4712/12/31|6693862|2010/03/01|1959/06/10|HIRE
MERGE|Worker|ALTAHRN01|6694648|1999/12/31|4712/12/31|6694648|1999/12/31|1984/01/24|HIRE
MERGE|Worker|ALTAHRN01|6694852|2016/09/26|4712/12/31|6694852|2016/09/26|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6695025|2008/02/05|4712/12/31|6695025|2008/02/05|1991/04/21|HIRE
MERGE|Worker|ALTAHRN01|6695173|2000/04/17|4712/12/31|6695173|2000/04/17|1979/04/15|HIRE
MERGE|Worker|ALTAHRN01|6695668|2014/10/01|4712/12/31|6695668|2014/10/01|1977/01/19|HIRE
MERGE|Worker|ALTAHRN01|6695677|2007/12/18|4712/12/31|6695677|2007/12/18|1986/12/07|HIRE
MERGE|Worker|ALTAHRN01|6695832|2016/09/05|4712/12/31|6695832|2016/09/05|1958/03/31|HIRE
MERGE|Worker|ALTAHRN01|6696270|2005/09/26|4712/12/31|6696270|2005/09/26|1990/01/05|HIRE
MERGE|Worker|ALTAHRN01|6696644|2014/10/01|4712/12/31|6696644|2014/10/01|1990/06/26|HIRE
MERGE|Worker|ALTAHRN01|6696731|2007/09/03|4712/12/31|6696731|2007/09/03|1978/08/29|HIRE
MERGE|Worker|ALTAHRN01|6696873|2016/04/18|4712/12/31|6696873|2016/04/18|1980/09/29|HIRE
MERGE|Worker|ALTAHRN01|6696902|2004/11/22|4712/12/31|6696902|2004/11/22|1957/11/08|HIRE
MERGE|Worker|ALTAHRN01|6696929|2015/08/03|4712/12/31|6696929|2015/08/03|1958/02/15|HIRE
MERGE|Worker|ALTAHRN01|6697174|2003/09/01|4712/12/31|6697174|2003/09/01|1951/09/25|HIRE
MERGE|Worker|ALTAHRN01|6697195|2011/03/01|4712/12/31|6697195|2011/03/01|1969/05/07|HIRE
MERGE|Worker|ALTAHRN01|6697658|2001/09/01|4712/12/31|6697658|2001/09/01|1956/03/25|HIRE
MERGE|Worker|ALTAHRN01|6697742|2014/06/01|4712/12/31|6697742|2014/06/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6697767|2004/01/12|4712/12/31|6697767|2004/01/12|1984/02/07|HIRE
MERGE|Worker|ALTAHRN01|6697773|2006/11/01|4712/12/31|6697773|2006/11/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|6698023|2014/10/01|4712/12/31|6698023|2014/10/01|1967/03/12|HIRE
MERGE|Worker|ALTAHRN01|6698472|2016/09/05|4712/12/31|6698472|2016/09/05|1985/09/01|HIRE
MERGE|Worker|ALTAHRN01|6698581|2003/10/01|4712/12/31|6698581|2003/10/01|1976/08/20|HIRE
MERGE|Worker|ALTAHRN01|6698763|2014/10/01|4712/12/31|6698763|2014/10/01|1983/12/16|HIRE
MERGE|Worker|ALTAHRN01|6698989|2007/10/19|4712/12/31|6698989|2007/10/19|1983/04/23|HIRE
MERGE|Worker|ALTAHRN01|6699423|2008/02/18|4712/12/31|6699423|2008/02/18|1953/04/14|HIRE
MERGE|Worker|ALTAHRN01|6699456|2011/09/19|4712/12/31|6699456|2011/09/19|1984/05/21|HIRE
MERGE|Worker|ALTAHRN01|6699547|2009/09/01|4712/12/31|6699547|2009/09/01|1958/10/28|HIRE
MERGE|Worker|ALTAHRN01|6699811|2014/10/01|4712/12/31|6699811|2014/10/01|1975/02/27|HIRE
MERGE|Worker|ALTAHRN01|6699976|2014/10/01|4712/12/31|6699976|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6700245|2014/10/01|4712/12/31|6700245|2014/10/01|1962/08/09|HIRE
MERGE|Worker|ALTAHRN01|6700466|2004/05/01|4712/12/31|6700466|2004/05/01|1954/05/24|HIRE
MERGE|Worker|ALTAHRN01|6700467|2014/10/01|4712/12/31|6700467|2014/10/01|1977/08/11|HIRE
MERGE|Worker|ALTAHRN01|6700469|1999/12/31|4712/12/31|6700469|1999/12/31|1973/08/14|HIRE
MERGE|Worker|ALTAHRN01|6700812|2014/10/01|4712/12/31|6700812|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6700973|2007/08/28|4712/12/31|6700973|2007/08/28|1960/10/23|HIRE
MERGE|Worker|ALTAHRN01|6700974|2014/10/01|4712/12/31|6700974|2014/10/01|1950/02/17|HIRE
MERGE|Worker|ALTAHRN01|6701261|2009/05/05|4712/12/31|6701261|2009/05/05|1983/07/14|HIRE
MERGE|Worker|ALTAHRN01|6701262|1999/12/31|4712/12/31|6701262|1999/12/31|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6701263|2008/08/01|4712/12/31|6701263|2008/08/01|1989/07/17|HIRE
MERGE|Worker|ALTAHRN01|6701795|2014/10/01|4712/12/31|6701795|2014/10/01|1978/09/12|HIRE
MERGE|Worker|ALTAHRN01|6702189|2012/07/01|4712/12/31|6702189|2012/07/01|1976/07/07|HIRE
MERGE|Worker|ALTAHRN01|6702190|2011/12/08|4712/12/31|6702190|2011/12/08|1990/07/04|HIRE
MERGE|Worker|ALTAHRN01|6702191|2004/05/01|4712/12/31|6702191|2004/05/01|1970/04/29|HIRE
MERGE|Worker|ALTAHRN01|6702193|2016/09/26|4712/12/31|6702193|2016/09/26|1957/10/08|HIRE
MERGE|Worker|ALTAHRN01|6702455|2014/10/01|4712/12/31|6702455|2014/10/01|1966/05/11|HIRE
MERGE|Worker|ALTAHRN01|6702620|1999/12/31|4712/12/31|6702620|1999/12/31|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6702621|2015/07/20|4712/12/31|6702621|2015/07/20|1971/12/03|HIRE
MERGE|Worker|ALTAHRN01|6702623|2014/10/01|4712/12/31|6702623|2014/10/01|1977/12/13|HIRE
MERGE|Worker|ALTAHRN01|6702624|2012/02/01|4712/12/31|6702624|2012/02/01|1964/08/17|HIRE
MERGE|Worker|ALTAHRN01|6702625|2004/10/27|4712/12/31|6702625|2004/10/27|1983/09/09|HIRE
MERGE|Worker|ALTAHRN01|6703514|2012/09/24|4712/12/31|6703514|2012/09/24|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6703515|2002/08/01|4712/12/31|6703515|2002/08/01|1980/05/09|HIRE
MERGE|Worker|ALTAHRN01|6703901|1987/08/01|4712/12/31|6703901|1987/08/01|1967/08/31|HIRE
MERGE|Worker|ALTAHRN01|6703903|2000/11/13|4712/12/31|6703903|2000/11/13|1975/08/20|HIRE
MERGE|Worker|ALTAHRN01|6704007|2016/04/18|4712/12/31|6704007|2016/04/18|1982/03/05|HIRE
MERGE|Worker|ALTAHRN01|6704166|2014/10/01|4712/12/31|6704166|2014/10/01|1958/06/28|HIRE
MERGE|Worker|ALTAHRN01|6704167|2012/08/14|4712/12/31|6704167|2012/08/14|1970/07/20|HIRE
MERGE|Worker|ALTAHRN01|6704184|2004/01/12|4712/12/31|6704184|2004/01/12|1972/08/23|HIRE
MERGE|Worker|ALTAHRN01|6704296|2014/10/01|4712/12/31|6704296|2014/10/01|1957/01/21|HIRE
MERGE|Worker|ALTAHRN01|6704297|2010/09/01|4712/12/31|6704297|2010/09/01|1973/08/11|HIRE
MERGE|Worker|ALTAHRN01|6704306|2014/10/01|4712/12/31|6704306|2014/10/01|1975/01/08|HIRE
MERGE|Worker|ALTAHRN01|6704535|2014/04/21|4712/12/31|6704535|2014/04/21|1971/09/06|HIRE
MERGE|Worker|ALTAHRN01|6704690|2014/02/01|4712/12/31|6704690|2014/02/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6704803|2008/10/01|4712/12/31|6704803|2008/10/01|1960/07/27|HIRE
MERGE|Worker|ALTAHRN01|6705274|2005/06/30|4712/12/31|6705274|2005/06/30|1981/08/25|HIRE
MERGE|Worker|ALTAHRN01|6705387|2013/05/01|4712/12/31|6705387|2013/05/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6705408|2003/09/22|4712/12/31|6705408|2003/09/22|1976/06/06|HIRE
MERGE|Worker|ALTAHRN01|6705439|2000/09/14|4712/12/31|6705439|2000/09/14|1957/02/23|HIRE
MERGE|Worker|ALTAHRN01|6705542|2015/03/30|4712/12/31|6705542|2015/03/30|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6705544|2014/09/01|4712/12/31|6705544|2014/09/01|1951/12/02|HIRE
MERGE|Worker|ALTAHRN01|6705683|2014/10/01|4712/12/31|6705683|2014/10/01|1961/01/30|HIRE
MERGE|Worker|ALTAHRN01|6705879|2010/09/13|4712/12/31|6705879|2010/09/13|1978/04/09|HIRE
MERGE|Worker|ALTAHRN01|6705905|1997/09/01|4712/12/31|6705905|1997/09/01|1980/06/02|HIRE
MERGE|Worker|ALTAHRN01|6706580|2013/10/01|4712/12/31|6706580|2013/10/01|1962/07/15|HIRE
MERGE|Worker|ALTAHRN01|6706851|2004/12/06|4712/12/31|6706851|2004/12/06|1984/02/25|HIRE
MERGE|Worker|ALTAHRN01|6706979|2008/02/19|4712/12/31|6706979|2008/02/19|1968/03/26|HIRE
MERGE|Worker|ALTAHRN01|6706981|1999/12/31|4712/12/31|6706981|1999/12/31|1981/01/05|HIRE
MERGE|Worker|ALTAHRN01|6707238|2007/11/12|4712/12/31|6707238|2007/11/12|1978/04/27|HIRE
MERGE|Worker|ALTAHRN01|6707385|2009/09/21|4712/12/31|6707385|2009/09/21|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6707387|2002/08/05|4712/12/31|6707387|2002/08/05|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6707527|2014/10/01|4712/12/31|6707527|2014/10/01|1976/01/17|HIRE
MERGE|Worker|ALTAHRN01|6707870|2010/11/01|4712/12/31|6707870|2010/11/01|1955/04/14|HIRE
MERGE|Worker|ALTAHRN01|6707871|2004/05/01|4712/12/31|6707871|2004/05/01|1988/02/03|HIRE
MERGE|Worker|ALTAHRN01|6707873|2014/10/01|4712/12/31|6707873|2014/10/01|1992/06/04|HIRE
MERGE|Worker|ALTAHRN01|6707905|2014/10/01|4712/12/31|6707905|2014/10/01|1979/10/05|HIRE
MERGE|Worker|ALTAHRN01|6707928|2001/11/05|4712/12/31|6707928|2001/11/05|1978/08/30|HIRE
MERGE|Worker|ALTAHRN01|6708181|2000/03/06|4712/12/31|6708181|2000/03/06|1966/08/30|HIRE
MERGE|Worker|ALTAHRN01|6708382|2003/11/03|4712/12/31|6708382|2003/11/03|1969/01/25|HIRE
MERGE|Worker|ALTAHRN01|6708602|2016/09/26|4712/12/31|6708602|2016/09/26|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6708659|2013/02/18|4712/12/31|6708659|2013/02/18|1966/09/01|HIRE
MERGE|Worker|ALTAHRN01|6709107|2016/09/26|4712/12/31|6709107|2016/09/26|1968/01/06|HIRE
MERGE|Worker|ALTAHRN01|6709108|2014/10/01|4712/12/31|6709108|2014/10/01|1981/02/14|HIRE
MERGE|Worker|ALTAHRN01|6709109|2008/01/21|4712/12/31|6709109|2008/01/21|1993/06/15|HIRE
MERGE|Worker|ALTAHRN01|6709114|2005/09/05|4712/12/31|6709114|2005/09/05|1966/04/08|HIRE
MERGE|Worker|ALTAHRN01|6709115|2014/10/01|4712/12/31|6709115|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6709118|2007/08/28|4712/12/31|6709118|2007/08/28|1953/10/01|HIRE
MERGE|Worker|ALTAHRN01|6709369|2011/09/19|4712/12/31|6709369|2011/09/19|1981/12/29|HIRE
MERGE|Worker|ALTAHRN01|6709372|1998/09/01|4712/12/31|6709372|1998/09/01|1984/07/17|HIRE
MERGE|Worker|ALTAHRN01|6709502|2008/04/01|4712/12/31|6709502|2008/04/01|1992/04/27|HIRE
MERGE|Worker|ALTAHRN01|6709669|2007/08/28|4712/12/31|6709669|2007/08/28|1984/08/28|HIRE
MERGE|Worker|ALTAHRN01|6709946|2004/10/18|4712/12/31|6709946|2004/10/18|1978/10/20|HIRE
MERGE|Worker|ALTAHRN01|6710266|2008/01/03|4712/12/31|6710266|2008/01/03|1980/10/20|HIRE
MERGE|Worker|ALTAHRN01|6710267|1999/12/31|4712/12/31|6710267|1999/12/31|1974/09/09|HIRE
MERGE|Worker|ALTAHRN01|6710375|2015/08/05|4712/12/31|6710375|2015/08/05|1976/12/15|HIRE
MERGE|Worker|ALTAHRN01|6710382|2014/10/01|4712/12/31|6710382|2014/10/01|1983/02/05|HIRE
MERGE|Worker|ALTAHRN01|6710792|2016/12/22|4712/12/31|6710792|2016/12/22|1984/01/10|HIRE
MERGE|Worker|ALTAHRN01|6710880|2003/09/01|4712/12/31|6710880|2003/09/01|1966/12/07|HIRE
MERGE|Worker|ALTAHRN01|6710882|1999/12/31|4712/12/31|6710882|1999/12/31|1985/12/09|HIRE
MERGE|Worker|ALTAHRN01|6711077|2009/04/20|4712/12/31|6711077|2009/04/20|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|6711289|2014/10/01|4712/12/31|6711289|2014/10/01|1971/03/12|HIRE
MERGE|Worker|ALTAHRN01|6711293|2011/10/01|4712/12/31|6711293|2011/10/01|1968/08/03|HIRE
MERGE|Worker|ALTAHRN01|6711372|2013/02/18|4712/12/31|6711372|2013/02/18|1991/06/28|HIRE
MERGE|Worker|ALTAHRN01|6711410|2003/04/14|4712/12/31|6711410|2003/04/14|1988/03/03|HIRE
MERGE|Worker|ALTAHRN01|6711411|1999/12/31|4712/12/31|6711411|1999/12/31|1975/10/18|HIRE
MERGE|Worker|ALTAHRN01|6711480|2012/01/01|4712/12/31|6711480|2012/01/01|1955/07/10|HIRE
MERGE|Worker|ALTAHRN01|6711481|2008/04/01|4712/12/31|6711481|2008/04/01|1990/08/27|HIRE
MERGE|Worker|ALTAHRN01|6711548|2014/10/01|4712/12/31|6711548|2014/10/01|1992/04/27|HIRE
MERGE|Worker|ALTAHRN01|6711769|2016/08/01|4712/12/31|6711769|2016/08/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6712169|2015/06/25|4712/12/31|6712169|2015/06/25|1978/11/13|HIRE
MERGE|Worker|ALTAHRN01|6712211|1999/12/31|4712/12/31|6712211|1999/12/31|1983/12/15|HIRE
MERGE|Worker|ALTAHRN01|6712355|2009/06/01|4712/12/31|6712355|2009/06/01|1985/05/09|HIRE
MERGE|Worker|ALTAHRN01|6712544|2014/10/01|4712/12/31|6712544|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6712700|2004/08/01|4712/12/31|6712700|2004/08/01|1976/10/04|HIRE
MERGE|Worker|ALTAHRN01|6712744|2014/10/01|4712/12/31|6712744|2014/10/01|1968/03/21|HIRE
MERGE|Worker|ALTAHRN01|6712815|2014/10/01|4712/12/31|6712815|2014/10/01|1981/01/27|HIRE
MERGE|Worker|ALTAHRN01|6712818|2015/09/28|4712/12/31|6712818|2015/09/28|1950/06/17|HIRE
MERGE|Worker|ALTAHRN01|6713290|2009/04/20|4712/12/31|6713290|2009/04/20|1984/06/14|HIRE
MERGE|Worker|ALTAHRN01|6713292|2005/09/15|4712/12/31|6713292|2005/09/15|1986/06/14|HIRE
MERGE|Worker|ALTAHRN01|6713301|2014/09/29|4712/12/31|6713301|2014/09/29|1965/06/21|HIRE
MERGE|Worker|ALTAHRN01|6713394|2014/10/01|4712/12/31|6713394|2014/10/01|1981/09/26|HIRE
MERGE|Worker|ALTAHRN01|6713395|2011/04/01|4712/12/31|6713395|2011/04/01|1985/06/21|HIRE
MERGE|Worker|ALTAHRN01|6713435|2015/10/12|4712/12/31|6713435|2015/10/12|1965/06/12|HIRE
MERGE|Worker|ALTAHRN01|6713617|2015/10/01|4712/12/31|6713617|2015/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6713692|2005/01/01|4712/12/31|6713692|2005/01/01|1965/08/30|HIRE
MERGE|Worker|ALTAHRN01|6713934|2015/10/01|4712/12/31|6713934|2015/10/01|1967/07/19|HIRE
MERGE|Worker|ALTAHRN01|6714077|2007/01/03|4712/12/31|6714077|2007/01/03|1949/07/27|HIRE
MERGE|Worker|ALTAHRN01|6714092|2009/03/02|4712/12/31|6714092|2009/03/02|1956/12/27|HIRE
MERGE|Worker|ALTAHRN01|6714289|2016/09/26|4712/12/31|6714289|2016/09/26|1973/05/27|HIRE
MERGE|Worker|ALTAHRN01|6714699|2011/06/13|4712/12/31|6714699|2011/06/13|1993/06/15|HIRE
MERGE|Worker|ALTAHRN01|6714880|2012/04/01|4712/12/31|6714880|2012/04/01|1975/05/01|HIRE
MERGE|Worker|ALTAHRN01|6714974|2005/09/12|4712/12/31|6714974|2005/09/12|1968/04/30|HIRE
MERGE|Worker|ALTAHRN01|6715146|2014/10/01|4712/12/31|6715146|2014/10/01|1978/10/31|HIRE
MERGE|Worker|ALTAHRN01|6715147|2014/10/01|4712/12/31|6715147|2014/10/01|1982/06/09|HIRE
MERGE|Worker|ALTAHRN01|6715282|1995/05/15|4712/12/31|6715282|1995/05/15|1980/08/12|HIRE
MERGE|Worker|ALTAHRN01|6715337|2010/10/11|4712/12/31|6715337|2010/10/11|1982/07/15|HIRE
MERGE|Worker|ALTAHRN01|6715427|2016/03/21|4712/12/31|6715427|2016/03/21|1966/06/06|HIRE
MERGE|Worker|ALTAHRN01|6715521|2015/09/07|4712/12/31|6715521|2015/09/07|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6715845|2015/09/07|4712/12/31|6715845|2015/09/07|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6716246|2010/09/13|4712/12/31|6716246|2010/09/13|1975/05/01|HIRE
MERGE|Worker|ALTAHRN01|6716295|2014/10/01|4712/12/31|6716295|2014/10/01|1976/06/23|HIRE
MERGE|Worker|ALTAHRN01|6716371|2002/05/20|4712/12/31|6716371|2002/05/20|1980/10/20|HIRE
MERGE|Worker|ALTAHRN01|6716372|2008/01/03|4712/12/31|6716372|2008/01/03|1982/09/25|HIRE
MERGE|Worker|ALTAHRN01|6716477|2004/04/05|4712/12/31|6716477|2004/04/05|1980/06/18|HIRE
MERGE|Worker|ALTAHRN01|6716536|2002/01/01|4712/12/31|6716536|2002/01/01|1984/11/15|HIRE
MERGE|Worker|ALTAHRN01|6716627|2011/09/01|4712/12/31|6716627|2011/09/01|1979/08/07|HIRE
MERGE|Worker|ALTAHRN01|6716637|2000/01/10|4712/12/31|6716637|2000/01/10|1984/06/17|HIRE
MERGE|Worker|ALTAHRN01|6716737|2010/09/01|4712/12/31|6716737|2010/09/01|1978/05/15|HIRE
MERGE|Worker|ALTAHRN01|6716741|2014/10/01|4712/12/31|6716741|2014/10/01|1965/05/03|HIRE
MERGE|Worker|ALTAHRN01|6716795|2014/10/01|4712/12/31|6716795|2014/10/01|1983/09/28|HIRE
MERGE|Worker|ALTAHRN01|6716797|2012/09/24|4712/12/31|6716797|2012/09/24|1965/06/21|HIRE
MERGE|Worker|ALTAHRN01|6716798|2016/09/26|4712/12/31|6716798|2016/09/26|1981/08/25|HIRE
MERGE|Worker|ALTAHRN01|6716847|2016/09/26|4712/12/31|6716847|2016/09/26|1967/10/26|HIRE
MERGE|Worker|ALTAHRN01|6716854|2015/08/05|4712/12/31|6716854|2015/08/05|1957/06/20|HIRE
MERGE|Worker|ALTAHRN01|6716960|1999/12/31|4712/12/31|6716960|1999/12/31|1978/08/30|HIRE
MERGE|Worker|ALTAHRN01|6717026|2006/02/13|4712/12/31|6717026|2006/02/13|1957/01/21|HIRE
MERGE|Worker|ALTAHRN01|6717036|2014/10/01|4712/12/31|6717036|2014/10/01|1985/01/22|HIRE
MERGE|Worker|ALTAHRN01|6717409|2015/05/05|4712/12/31|6717409|2015/05/05|1977/03/10|HIRE
MERGE|Worker|ALTAHRN01|6717488|1999/12/31|4712/12/31|6717488|1999/12/31|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6717634|2014/10/01|4712/12/31|6717634|2014/10/01|1989/11/22|HIRE
MERGE|Worker|ALTAHRN01|6717928|2011/09/05|4712/12/31|6717928|2011/09/05|1970/11/24|HIRE
MERGE|Worker|ALTAHRN01|6717956|2012/09/24|4712/12/31|6717956|2012/09/24|1962/09/07|HIRE
MERGE|Worker|ALTAHRN01|6718136|1999/12/31|4712/12/31|6718136|1999/12/31|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6718144|2006/09/25|4712/12/31|6718144|2006/09/25|1974/07/28|HIRE
MERGE|Worker|ALTAHRN01|6718170|2014/10/01|4712/12/31|6718170|2014/10/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6718264|2016/08/03|4712/12/31|6718264|2016/08/03|1972/11/02|HIRE
MERGE|Worker|ALTAHRN01|6718266|2014/10/01|4712/12/31|6718266|2014/10/01|1973/04/20|HIRE
MERGE|Worker|ALTAHRN01|6718267|2016/09/26|4712/12/31|6718267|2016/09/26|1960/05/12|HIRE
MERGE|Worker|ALTAHRN01|6718296|1985/11/11|4712/12/31|6718296|1985/11/11|1969/01/19|HIRE
MERGE|Worker|ALTAHRN01|6718411|2013/01/07|4712/12/31|6718411|2013/01/07|1984/11/22|HIRE
MERGE|Worker|ALTAHRN01|6718412|2003/04/14|4712/12/31|6718412|2003/04/14|1977/08/21|HIRE
MERGE|Worker|ALTAHRN01|6718414|2014/10/01|4712/12/31|6718414|2014/10/01|1972/10/03|HIRE
MERGE|Worker|ALTAHRN01|6718421|2005/01/10|4712/12/31|6718421|2005/01/10|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6718562|2004/01/01|4712/12/31|6718562|2004/01/01|1981/02/25|HIRE
MERGE|Worker|ALTAHRN01|6718576|2014/10/01|4712/12/31|6718576|2014/10/01|1979/10/05|HIRE
MERGE|Worker|ALTAHRN01|6718691|2016/04/11|4712/12/31|6718691|2016/04/11|1971/01/19|HIRE
MERGE|Worker|ALTAHRN01|6718854|2014/10/01|4712/12/31|6718854|2014/10/01|1972/06/20|HIRE
MERGE|Worker|ALTAHRN01|6718855|2002/09/01|4712/12/31|6718855|2002/09/01|1966/07/03|HIRE
MERGE|Worker|ALTAHRN01|6718856|2014/10/01|4712/12/31|6718856|2014/10/01|1968/06/30|HIRE
MERGE|Worker|ALTAHRN01|6718858|2006/03/13|4712/12/31|6718858|2006/03/13|1951/10/27|HIRE
MERGE|Worker|ALTAHRN01|6718859|2005/06/22|4712/12/31|6718859|2005/06/22|1975/12/30|HIRE
MERGE|Worker|ALTAHRN01|6719176|2017/01/09|4712/12/31|6719176|2017/01/09|1992/06/30|HIRE
MERGE|Worker|ALTAHRN01|6719177|2012/01/04|4712/12/31|6719177|2012/01/04|1989/11/22|HIRE
MERGE|Worker|ALTAHRN01|6719577|2016/04/18|4712/12/31|6719577|2016/04/18|1987/02/10|HIRE
MERGE|Worker|ALTAHRN01|6719581|2014/10/01|4712/12/31|6719581|2014/10/01|1975/06/19|HIRE
MERGE|Worker|ALTAHRN01|6719797|2008/04/28|4712/12/31|6719797|2008/04/28|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6720263|2000/09/11|4712/12/31|6720263|2000/09/11|1974/09/16|HIRE
MERGE|Worker|ALTAHRN01|6720422|1999/12/31|4712/12/31|6720422|1999/12/31|1963/06/25|HIRE
MERGE|Worker|ALTAHRN01|6720426|2014/10/01|4712/12/31|6720426|2014/10/01|1966/07/16|HIRE
MERGE|Worker|ALTAHRN01|6720880|2010/09/13|4712/12/31|6720880|2010/09/13|1959/01/27|HIRE
MERGE|Worker|ALTAHRN01|6721022|2014/07/28|4712/12/31|6721022|2014/07/28|1960/08/20|HIRE
MERGE|Worker|ALTAHRN01|6721023|2013/01/03|4712/12/31|6721023|2013/01/03|1947/10/16|HIRE
MERGE|Worker|ALTAHRN01|6721029|2002/09/25|4712/12/31|6721029|2002/09/25|1956/07/05|HIRE
MERGE|Worker|ALTAHRN01|6721311|2014/07/21|4712/12/31|6721311|2014/07/21|1970/11/17|HIRE
MERGE|Worker|ALTAHRN01|6721561|2011/08/03|4712/12/31|6721561|2011/08/03|1985/12/12|HIRE
MERGE|Worker|ALTAHRN01|6721665|2015/03/09|4712/12/31|6721665|2015/03/09|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6722044|2005/01/05|4712/12/31|6722044|2005/01/05|1957/06/14|HIRE
MERGE|Worker|ALTAHRN01|6722634|2012/08/01|4712/12/31|6722634|2012/08/01|1987/05/29|HIRE
MERGE|Worker|ALTAHRN01|6722676|1999/12/31|4712/12/31|6722676|1999/12/31|1974/03/19|HIRE
MERGE|Worker|ALTAHRN01|6722893|2011/01/01|4712/12/31|6722893|2011/01/01|1967/11/16|HIRE
MERGE|Worker|ALTAHRN01|6722925|2012/10/01|4712/12/31|6722925|2012/10/01|1971/12/03|HIRE
MERGE|Worker|ALTAHRN01|6722941|2006/10/02|4712/12/31|6722941|2006/10/02|1976/03/20|HIRE
MERGE|Worker|ALTAHRN01|6722983|2014/10/01|4712/12/31|6722983|2014/10/01|1982/08/20|HIRE
MERGE|Worker|ALTAHRN01|6723331|2007/09/01|4712/12/31|6723331|2007/09/01|1978/10/20|HIRE
MERGE|Worker|ALTAHRN01|6723766|2010/05/05|4712/12/31|6723766|2010/05/05|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6724142|2013/09/01|4712/12/31|6724142|2013/09/01|1983/05/10|HIRE
MERGE|Worker|ALTAHRN01|6724157|2014/10/01|4712/12/31|6724157|2014/10/01|1986/09/03|HIRE
MERGE|Worker|ALTAHRN01|6724598|2005/04/01|4712/12/31|6724598|2005/04/01|1980/09/24|HIRE
MERGE|Worker|ALTAHRN01|6725259|1999/01/18|4712/12/31|6725259|1999/01/18|1957/12/10|HIRE
MERGE|Worker|ALTAHRN01|6725260|1999/12/31|4712/12/31|6725260|1999/12/31|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6725553|2015/05/01|4712/12/31|6725553|2015/05/01|1953/07/15|HIRE
MERGE|Worker|ALTAHRN01|6725730|2016/10/19|4712/12/31|6725730|2016/10/19|1953/04/19|HIRE
MERGE|Worker|ALTAHRN01|6726570|2014/10/01|4712/12/31|6726570|2014/10/01|1972/04/09|HIRE
