METADATA|PersonCitizenship|SourceSystemOwner|SourceSystemId|PersonId(SourceSystemId)|DateFrom|DateTo|LegislationCode|CitizenshipStatus
MERGE|PersonCitizenship|ALTAHRN01|5515222_CITIZEN|5515222|1961/05/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515230_CITIZEN|5515230|1953/10/16|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515272_CITIZEN|5515272|1965/05/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515303_CITIZEN|5515303|1960/10/14|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515328_CITIZEN|5515328|1955/01/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515394_CITIZEN|5515394|1953/06/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515402_CITIZEN|5515402|1956/11/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515406_CITIZEN|5515406|1956/07/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515457_CITIZEN|5515457|1960/02/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515464_CITIZEN|5515464|1963/01/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515505_CITIZEN|5515505|1953/01/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515508_CITIZEN|5515508|1969/05/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515509_CITIZEN|5515509|1966/04/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515515_CITIZEN|5515515|1963/11/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515522_CITIZEN|5515522|1960/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515540_CITIZEN|5515540|1958/02/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515549_CITIZEN|5515549|1950/10/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515555_CITIZEN|5515555|1958/08/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515566_CITIZEN|5515566|1963/05/31|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515567_CITIZEN|5515567|1954/12/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515598_CITIZEN|5515598|1959/09/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515647_CITIZEN|5515647|1970/05/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515662_CITIZEN|5515662|1955/02/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515704_CITIZEN|5515704|1957/05/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515725_CITIZEN|5515725|1956/07/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515755_CITIZEN|5515755|1962/04/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515775_CITIZEN|5515775|1956/08/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515848_CITIZEN|5515848|1967/09/16|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515850_CITIZEN|5515850|1958/12/14|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515873_CITIZEN|5515873|1970/07/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515876_CITIZEN|5515876|1956/07/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515879_CITIZEN|5515879|1965/02/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515885_CITIZEN|5515885|1962/10/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515892_CITIZEN|5515892|1957/10/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515901_CITIZEN|5515901|1967/05/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515931_CITIZEN|5515931|1964/03/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515940_CITIZEN|5515940|1956/07/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515980_CITIZEN|5515980|1960/07/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515987_CITIZEN|5515987|1964/01/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5515993_CITIZEN|5515993|1959/08/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516268_CITIZEN|5516268|1961/06/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516284_CITIZEN|5516284|1964/12/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516325_CITIZEN|5516325|1968/01/31|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516346_CITIZEN|5516346|1963/05/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516369_CITIZEN|5516369|1959/06/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516370_CITIZEN|5516370|1965/02/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516378_CITIZEN|5516378|1955/10/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516380_CITIZEN|5516380|1958/03/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516393_CITIZEN|5516393|1964/08/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516411_CITIZEN|5516411|1953/12/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516412_CITIZEN|5516412|1957/04/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516414_CITIZEN|5516414|1964/07/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516416_CITIZEN|5516416|1962/10/21|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516417_CITIZEN|5516417|1963/10/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516469_CITIZEN|5516469|1958/12/14|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516485_CITIZEN|5516485|1956/06/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516487_CITIZEN|5516487|1966/07/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516490_CITIZEN|5516490|1956/06/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516496_CITIZEN|5516496|1953/07/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516504_CITIZEN|5516504|1967/10/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516525_CITIZEN|5516525|1963/04/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516526_CITIZEN|5516526|1953/01/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516534_CITIZEN|5516534|1966/04/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516552_CITIZEN|5516552|1959/12/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516561_CITIZEN|5516561|1974/01/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516592_CITIZEN|5516592|1970/03/14|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516593_CITIZEN|5516593|1954/08/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516597_CITIZEN|5516597|1963/11/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516599_CITIZEN|5516599|1959/07/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516605_CITIZEN|5516605|1948/11/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516615_CITIZEN|5516615|1965/05/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516640_CITIZEN|5516640|1956/07/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516678_CITIZEN|5516678|1964/08/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516695_CITIZEN|5516695|1958/11/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516736_CITIZEN|5516736|1943/10/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516751_CITIZEN|5516751|1969/05/31|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516783_CITIZEN|5516783|1957/12/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516785_CITIZEN|5516785|1949/06/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516841_CITIZEN|5516841|1957/01/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516842_CITIZEN|5516842|1963/09/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516846_CITIZEN|5516846|1946/02/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516861_CITIZEN|5516861|1960/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516864_CITIZEN|5516864|1967/09/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516866_CITIZEN|5516866|1943/01/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516874_CITIZEN|5516874|1967/10/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516875_CITIZEN|5516875|1955/10/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516968_CITIZEN|5516968|1948/05/31|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5516985_CITIZEN|5516985|1963/01/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517007_CITIZEN|5517007|1956/08/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517036_CITIZEN|5517036|1953/01/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517041_CITIZEN|5517041|1959/04/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517053_CITIZEN|5517053|1963/12/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517056_CITIZEN|5517056|1972/03/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517058_CITIZEN|5517058|1959/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517065_CITIZEN|5517065|1956/07/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517066_CITIZEN|5517066|1960/02/16|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517070_CITIZEN|5517070|1953/06/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517091_CITIZEN|5517091|1965/05/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517097_CITIZEN|5517097|1957/01/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517123_CITIZEN|5517123|1972/03/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517131_CITIZEN|5517131|1962/01/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517140_CITIZEN|5517140|1947/09/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517158_CITIZEN|5517158|1959/08/14|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517159_CITIZEN|5517159|1958/05/03|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517173_CITIZEN|5517173|1964/08/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517180_CITIZEN|5517180|1944/11/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517251_CITIZEN|5517251|1952/06/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517268_CITIZEN|5517268|1959/09/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517279_CITIZEN|5517279|1959/12/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517283_CITIZEN|5517283|1972/03/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517294_CITIZEN|5517294|1947/11/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517297_CITIZEN|5517297|1966/04/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517299_CITIZEN|5517299|1963/05/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517314_CITIZEN|5517314|1951/03/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517325_CITIZEN|5517325|1956/07/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517330_CITIZEN|5517330|1966/02/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517383_CITIZEN|5517383|1967/02/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517387_CITIZEN|5517387|1967/07/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517393_CITIZEN|5517393|1968/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517395_CITIZEN|5517395|1968/05/08|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517396_CITIZEN|5517396|1949/09/06|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517404_CITIZEN|5517404|1958/12/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517408_CITIZEN|5517408|1958/10/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517425_CITIZEN|5517425|1957/10/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517426_CITIZEN|5517426|1967/10/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517428_CITIZEN|5517428|1966/02/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517432_CITIZEN|5517432|1959/04/08|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517515_CITIZEN|5517515|1956/07/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517545_CITIZEN|5517545|1957/06/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517571_CITIZEN|5517571|1945/06/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517631_CITIZEN|5517631|1963/05/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517769_CITIZEN|5517769|1956/04/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517771_CITIZEN|5517771|1964/03/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517777_CITIZEN|5517777|1970/03/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517800_CITIZEN|5517800|1956/07/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517813_CITIZEN|5517813|1971/03/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517899_CITIZEN|5517899|1943/10/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5517943_CITIZEN|5517943|1957/11/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518104_CITIZEN|5518104|1954/03/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518130_CITIZEN|5518130|1969/08/04|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518207_CITIZEN|5518207|1953/05/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518249_CITIZEN|5518249|1960/06/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518346_CITIZEN|5518346|1960/02/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518364_CITIZEN|5518364|1963/03/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518391_CITIZEN|5518391|1950/07/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518395_CITIZEN|5518395|1952/10/21|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518585_CITIZEN|5518585|1964/08/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518593_CITIZEN|5518593|1966/02/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518673_CITIZEN|5518673|1958/11/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518717_CITIZEN|5518717|1965/08/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518754_CITIZEN|5518754|1964/01/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518768_CITIZEN|5518768|1954/08/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518791_CITIZEN|5518791|1969/03/16|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518812_CITIZEN|5518812|1965/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518868_CITIZEN|5518868|1959/07/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518917_CITIZEN|5518917|1961/05/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5518939_CITIZEN|5518939|1949/09/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5519016_CITIZEN|5519016|1964/04/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5519164_CITIZEN|5519164|1950/11/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5519238_CITIZEN|5519238|1960/07/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5519281_CITIZEN|5519281|1956/07/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5519380_CITIZEN|5519380|1960/11/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5519594_CITIZEN|5519594|1958/11/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5519818_CITIZEN|5519818|1957/11/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5519869_CITIZEN|5519869|1962/09/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5519911_CITIZEN|5519911|1963/10/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5520074_CITIZEN|5520074|1950/02/12|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5520353_CITIZEN|5520353|1971/07/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5520407_CITIZEN|5520407|1950/07/16|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5520685_CITIZEN|5520685|1965/08/02|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5520716_CITIZEN|5520716|1962/10/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5520840_CITIZEN|5520840|1971/10/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5521063_CITIZEN|5521063|1950/05/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5521230_CITIZEN|5521230|1958/09/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5521423_CITIZEN|5521423|1957/04/08|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5521765_CITIZEN|5521765|1967/09/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5521872_CITIZEN|5521872|1960/06/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5521878_CITIZEN|5521878|1967/02/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5521899_CITIZEN|5521899|1966/12/13|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5522106_CITIZEN|5522106|1967/10/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5522217_CITIZEN|5522217|1958/03/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5522610_CITIZEN|5522610|1967/09/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5522676_CITIZEN|5522676|1960/06/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5523272_CITIZEN|5523272|1963/11/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5523516_CITIZEN|5523516|1952/04/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5523599_CITIZEN|5523599|1971/10/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5523843_CITIZEN|5523843|1957/11/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5523850_CITIZEN|5523850|1953/01/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524119_CITIZEN|5524119|1964/12/28|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524255_CITIZEN|5524255|1951/03/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524273_CITIZEN|5524273|1971/04/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524421_CITIZEN|5524421|1956/07/21|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524451_CITIZEN|5524451|1958/05/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524507_CITIZEN|5524507|1959/11/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524529_CITIZEN|5524529|1952/04/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524647_CITIZEN|5524647|1943/07/10|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524748_CITIZEN|5524748|1953/05/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524752_CITIZEN|5524752|1958/03/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524779_CITIZEN|5524779|1965/02/16|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5524810_CITIZEN|5524810|1965/03/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525019_CITIZEN|5525019|1952/04/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525026_CITIZEN|5525026|1958/11/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525075_CITIZEN|5525075|1970/09/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525256_CITIZEN|5525256|1952/04/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525409_CITIZEN|5525409|1957/03/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525469_CITIZEN|5525469|1959/12/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525510_CITIZEN|5525510|1951/03/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525590_CITIZEN|5525590|1943/10/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525612_CITIZEN|5525612|1964/01/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525899_CITIZEN|5525899|1949/06/24|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5525987_CITIZEN|5525987|1976/06/29|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5526197_CITIZEN|5526197|1957/01/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5526483_CITIZEN|5526483|1961/11/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5526501_CITIZEN|5526501|1960/02/23|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5526647_CITIZEN|5526647|1966/02/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5526732_CITIZEN|5526732|1957/11/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5526847_CITIZEN|5526847|1956/11/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5526930_CITIZEN|5526930|1971/11/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5526985_CITIZEN|5526985|1961/09/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527218_CITIZEN|5527218|1959/04/19|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527224_CITIZEN|5527224|1974/06/17|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527340_CITIZEN|5527340|1976/01/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527492_CITIZEN|5527492|1967/02/22|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527494_CITIZEN|5527494|1952/04/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527672_CITIZEN|5527672|1964/07/07|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527772_CITIZEN|5527772|1967/04/16|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527807_CITIZEN|5527807|1957/12/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527886_CITIZEN|5527886|1951/05/09|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5527923_CITIZEN|5527923|1950/03/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5528001_CITIZEN|5528001|1955/10/21|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5528065_CITIZEN|5528065|1956/06/05|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5528235_CITIZEN|5528235|1960/01/15|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5528921_CITIZEN|5528921|1956/04/27|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5528948_CITIZEN|5528948|1951/09/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5529378_CITIZEN|5529378|1950/03/25|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5529955_CITIZEN|5529955|1976/01/01|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5530295_CITIZEN|5530295|1957/01/11|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5530496_CITIZEN|5530496|1967/11/26|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5530934_CITIZEN|5530934|1971/03/20|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5530993_CITIZEN|5530993|1972/07/08|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5531143_CITIZEN|5531143|1968/09/18|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5531534_CITIZEN|5531534|1967/04/30|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5532001_CITIZEN|5532001|1967/04/08|4712/12/31|GB|A
MERGE|PersonCitizenship|ALTAHRN01|5532108_CITIZEN|5532108|1960/02/26|4712/12/31|GB|A
