METADATA|Assignment|SourceSystemOwner|SourceSystemId|ActionCode|EffectiveStartDate|EffectiveEndDate|EffectiveSequence|EffectiveLatestChange|WorkTermsAssignmentId(SourceSystemId)|AssignmentName|AssignmentNumber|AssignmentStatusTypeCode|PersonTypeCode|PositionId(SourceSystemId)|BusinessUnitShortCode|LocationCode|JobCode|PrimaryAssignmentFlag
MERGE|Assignment|ALTAHRN01|5500375_EMP_ASG|HIRE|2005/03/14|4712/12/31|1|Y|5500375_EMP_TERM|5500375|5500375|ACTIVE_PROCESS|Employee|131246|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500390_EMP_ASG|HIRE|1999/12/31|4712/12/31|1|Y|5500390_EMP_TERM|5500390|5500390|ACTIVE_PROCESS|Employee|131247|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500400_EMP_ASG|HIRE|1979/06/25|4712/12/31|1|Y|5500400_EMP_TERM|5500400|5500400|ACTIVE_PROCESS|Employee|131248|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500415_EMP_ASG|HIRE|1995/09/01|4712/12/31|1|Y|5500415_EMP_TERM|5500415|5500415|ACTIVE_PROCESS|Employee|131249|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500417_EMP_ASG|HIRE|2006/12/01|4712/12/31|1|Y|5500417_EMP_TERM|5500417|5500417|ACTIVE_PROCESS|Employee|131250|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500436_EMP_ASG|HIRE|2010/11/01|4712/12/31|1|Y|5500436_EMP_TERM|5500436|5500436|ACTIVE_PROCESS|Employee|131251|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500537_EMP_ASG|HIRE|1981/08/01|4712/12/31|1|Y|5500537_EMP_TERM|5500537|5500537|ACTIVE_PROCESS|Employee|131252|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500574_EMP_ASG|HIRE|2015/04/01|4712/12/31|1|Y|5500574_EMP_TERM|5500574|5500574|ACTIVE_PROCESS|Employee|131253|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500583_EMP_ASG|HIRE|1992/09/01|4712/12/31|1|Y|5500583_EMP_TERM|5500583|5500583|ACTIVE_PROCESS|Employee|131254|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500589_EMP_ASG|HIRE|1991/04/01|4712/12/31|1|Y|5500589_EMP_TERM|5500589|5500589|ACTIVE_PROCESS|Employee|131255|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500590_EMP_ASG|HIRE|2007/04/02|4712/12/31|1|Y|5500590_EMP_TERM|5500590|5500590|ACTIVE_PROCESS|Employee|131256|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500619_EMP_ASG|HIRE|1979/01/01|4712/12/31|1|Y|5500619_EMP_TERM|5500619|5500619|ACTIVE_PROCESS|Employee|131257|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500624_EMP_ASG|HIRE|1986/08/11|4712/12/31|1|Y|5500624_EMP_TERM|5500624|5500624|ACTIVE_PROCESS|Employee|131258|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500627_EMP_ASG|HIRE|1980/10/01|4712/12/31|1|Y|5500627_EMP_TERM|5500627|5500627|ACTIVE_PROCESS|Employee|131282|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500628_EMP_ASG|HIRE|1985/03/11|4712/12/31|1|Y|5500628_EMP_TERM|5500628|5500628|ACTIVE_PROCESS|Employee|131283|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500631_EMP_ASG|HIRE|1986/12/01|4712/12/31|1|Y|5500631_EMP_TERM|5500631|5500631|ACTIVE_PROCESS|Employee|131284|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500634_EMP_ASG|HIRE|1986/01/01|4712/12/31|1|Y|5500634_EMP_TERM|5500634|5500634|ACTIVE_PROCESS|Employee|131285|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500646_EMP_ASG|HIRE|2014/01/02|4712/12/31|1|Y|5500646_EMP_TERM|5500646|5500646|ACTIVE_PROCESS|Employee|131286|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500678_EMP_ASG|HIRE|1988/02/08|4712/12/31|1|Y|5500678_EMP_TERM|5500678|5500678|ACTIVE_PROCESS|Employee|131288|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500682_EMP_ASG|HIRE|1993/09/01|4712/12/31|1|Y|5500682_EMP_TERM|5500682|5500682|ACTIVE_PROCESS|Employee|131289|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500684_EMP_ASG|HIRE|1982/11/15|4712/12/31|1|Y|5500684_EMP_TERM|5500684|5500684|ACTIVE_PROCESS|Employee|131290|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500695_EMP_ASG|HIRE|1998/03/09|4712/12/31|1|Y|5500695_EMP_TERM|5500695|5500695|ACTIVE_PROCESS|Employee|131291|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500720_EMP_ASG|HIRE|1981/03/01|4712/12/31|1|Y|5500720_EMP_TERM|5500720|5500720|ACTIVE_PROCESS|Employee|131292|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500737_EMP_ASG|HIRE|1997/09/15|4712/12/31|1|Y|5500737_EMP_TERM|5500737|5500737|ACTIVE_PROCESS|Employee|131293|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500796_EMP_ASG|HIRE|1985/06/03|4712/12/31|1|Y|5500796_EMP_TERM|5500796|5500796|ACTIVE_PROCESS|Employee|131294|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500824_EMP_ASG|HIRE|1996/09/09|4712/12/31|1|Y|5500824_EMP_TERM|5500824|5500824|ACTIVE_PROCESS|Employee|131295|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500827_EMP_ASG|HIRE|1997/01/13|4712/12/31|1|Y|5500827_EMP_TERM|5500827|5500827|ACTIVE_PROCESS|Employee|131296|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500842_EMP_ASG|HIRE|1995/11/13|4712/12/31|1|Y|5500842_EMP_TERM|5500842|5500842|ACTIVE_PROCESS|Employee|131297|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500860_EMP_ASG|HIRE|1985/01/01|4712/12/31|1|Y|5500860_EMP_TERM|5500860|5500860|ACTIVE_PROCESS|Employee|131298|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500865_EMP_ASG|HIRE|1979/06/25|4712/12/31|1|Y|5500865_EMP_TERM|5500865|5500865|ACTIVE_PROCESS|Employee|131299|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500878_EMP_ASG|HIRE|2005/05/01|4712/12/31|1|Y|5500878_EMP_TERM|5500878|5500878|ACTIVE_PROCESS|Employee|131300|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500896_EMP_ASG|HIRE|1999/12/31|4712/12/31|1|Y|5500896_EMP_TERM|5500896|5500896|ACTIVE_PROCESS|Employee|131301|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500901_EMP_ASG|HIRE|1998/09/21|4712/12/31|1|Y|5500901_EMP_TERM|5500901|5500901|ACTIVE_PROCESS|Employee|131302|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500917_EMP_ASG|HIRE|2014/10/01|4712/12/31|1|Y|5500917_EMP_TERM|5500917|5500917|ACTIVE_PROCESS|Employee|131303|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500925_EMP_ASG|HIRE|1997/01/01|4712/12/31|1|Y|5500925_EMP_TERM|5500925|5500925|ACTIVE_PROCESS|Employee|131304|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500939_EMP_ASG|HIRE|1999/12/31|4712/12/31|1|Y|5500939_EMP_TERM|5500939|5500939|ACTIVE_PROCESS|Employee|131305|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5500992_EMP_ASG|HIRE|2000/10/01|4712/12/31|1|Y|5500992_EMP_TERM|5500992|5500992|ACTIVE_PROCESS|Employee|131323|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501022_EMP_ASG|HIRE|2000/07/31|4712/12/31|1|Y|5501022_EMP_TERM|5501022|5501022|ACTIVE_PROCESS|Employee|131324|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501082_EMP_ASG|HIRE|1980/10/13|4712/12/31|1|Y|5501082_EMP_TERM|5501082|5501082|ACTIVE_PROCESS|Employee|131325|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501084_EMP_ASG|HIRE|1984/01/01|4712/12/31|1|Y|5501084_EMP_TERM|5501084|5501084|ACTIVE_PROCESS|Employee|131326|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501109_EMP_ASG|HIRE|1969/05/12|4712/12/31|1|Y|5501109_EMP_TERM|5501109|5501109|ACTIVE_PROCESS|Employee|131327|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501114_EMP_ASG|HIRE|1979/09/01|4712/12/31|1|Y|5501114_EMP_TERM|5501114|5501114|ACTIVE_PROCESS|Employee|131328|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501185_EMP_ASG|HIRE|2013/10/01|4712/12/31|1|Y|5501185_EMP_TERM|5501185|5501185|ACTIVE_PROCESS|Employee|131329|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501189_EMP_ASG|HIRE|1998/05/11|4712/12/31|1|Y|5501189_EMP_TERM|5501189|5501189|ACTIVE_PROCESS|Employee|131330|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501251_EMP_ASG|HIRE|1996/02/01|4712/12/31|1|Y|5501251_EMP_TERM|5501251|5501251|ACTIVE_PROCESS|Employee|131331|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501266_EMP_ASG|HIRE|1998/04/01|4712/12/31|1|Y|5501266_EMP_TERM|5501266|5501266|ACTIVE_PROCESS|Employee|131332|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501316_EMP_ASG|HIRE|2004/03/01|4712/12/31|1|Y|5501316_EMP_TERM|5501316|5501316|ACTIVE_PROCESS|Employee|131333|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501377_EMP_ASG|HIRE|2012/01/30|4712/12/31|1|Y|5501377_EMP_TERM|5501377|5501377|ACTIVE_PROCESS|Employee|131345|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501400_EMP_ASG|HIRE|2011/03/01|4712/12/31|1|Y|5501400_EMP_TERM|5501400|5501400|ACTIVE_PROCESS|Employee|131346|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501403_EMP_ASG|HIRE|1997/02/01|4712/12/31|1|Y|5501403_EMP_TERM|5501403|5501403|ACTIVE_PROCESS|Employee|131347|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501425_EMP_ASG|HIRE|1997/02/01|4712/12/31|1|Y|5501425_EMP_TERM|5501425|5501425|ACTIVE_PROCESS|Employee|131348|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501749_EMP_ASG|HIRE|1998/09/01|4712/12/31|1|Y|5501749_EMP_TERM|5501749|5501749|ACTIVE_PROCESS|Employee|131349|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501776_EMP_ASG|HIRE|2000/10/01|4712/12/31|1|Y|5501776_EMP_TERM|5501776|5501776|ACTIVE_PROCESS|Employee|131350|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501782_EMP_ASG|HIRE|2003/07/01|4712/12/31|1|Y|5501782_EMP_TERM|5501782|5501782|ACTIVE_PROCESS|Employee|131351|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501808_EMP_ASG|HIRE|1990/10/22|4712/12/31|1|Y|5501808_EMP_TERM|5501808|5501808|ACTIVE_PROCESS|Employee|131352|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501930_EMP_ASG|HIRE|1997/02/03|4712/12/31|1|Y|5501930_EMP_TERM|5501930|5501930|ACTIVE_PROCESS|Employee|131353|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501943_EMP_ASG|HIRE|1998/02/01|4712/12/31|1|Y|5501943_EMP_TERM|5501943|5501943|ACTIVE_PROCESS|Employee|131354|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501963_EMP_ASG|HIRE|1995/12/04|4712/12/31|1|Y|5501963_EMP_TERM|5501963|5501963|ACTIVE_PROCESS|Employee|131355|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5501992_EMP_ASG|HIRE|2014/10/01|4712/12/31|1|Y|5501992_EMP_TERM|5501992|5501992|ACTIVE_PROCESS|Employee|131356|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502074_EMP_ASG|HIRE|2002/01/07|4712/12/31|1|Y|5502074_EMP_TERM|5502074|5502074|ACTIVE_PROCESS|Employee|131357|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502141_EMP_ASG|HIRE|1997/01/01|4712/12/31|1|Y|5502141_EMP_TERM|5502141|5502141|ACTIVE_PROCESS|Employee|131358|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502144_EMP_ASG|HIRE|1983/08/22|4712/12/31|1|Y|5502144_EMP_TERM|5502144|5502144|ACTIVE_PROCESS|Employee|131359|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502236_EMP_ASG|HIRE|2001/09/01|4712/12/31|1|Y|5502236_EMP_TERM|5502236|5502236|ACTIVE_PROCESS|Employee|131360|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502509_EMP_ASG|HIRE|1980/07/01|4712/12/31|1|Y|5502509_EMP_TERM|5502509|5502509|ACTIVE_PROCESS|Employee|131361|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502555_EMP_ASG|HIRE|2014/10/20|4712/12/31|1|Y|5502555_EMP_TERM|5502555|5502555|ACTIVE_PROCESS|Employee|131362|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502562_EMP_ASG|HIRE|1998/09/01|4712/12/31|1|Y|5502562_EMP_TERM|5502562|5502562|ACTIVE_PROCESS|Employee|131363|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502574_EMP_ASG|HIRE|2005/05/01|4712/12/31|1|Y|5502574_EMP_TERM|5502574|5502574|ACTIVE_PROCESS|Employee|131364|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502724_EMP_ASG|HIRE|2000/09/01|4712/12/31|1|Y|5502724_EMP_TERM|5502724|5502724|ACTIVE_PROCESS|Employee|131413|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502749_EMP_ASG|HIRE|2001/12/18|4712/12/31|1|Y|5502749_EMP_TERM|5502749|5502749|ACTIVE_PROCESS|Employee|131420|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502781_EMP_ASG|HIRE|2012/05/01|4712/12/31|1|Y|5502781_EMP_TERM|5502781|5502781|ACTIVE_PROCESS|Employee|131421|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502811_EMP_ASG|HIRE|2015/04/01|4712/12/31|1|Y|5502811_EMP_TERM|5502811|5502811|ACTIVE_PROCESS|Employee|131422|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502857_EMP_ASG|HIRE|2006/07/31|4712/12/31|1|Y|5502857_EMP_TERM|5502857|5502857|ACTIVE_PROCESS|Employee|131423|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502865_EMP_ASG|HIRE|2014/08/01|4712/12/31|1|Y|5502865_EMP_TERM|5502865|5502865|ACTIVE_PROCESS|Employee|131424|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502892_EMP_ASG|HIRE|1992/05/11|4712/12/31|1|Y|5502892_EMP_TERM|5502892|5502892|ACTIVE_PROCESS|Employee|131425|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502919_EMP_ASG|HIRE|2004/07/12|4712/12/31|1|Y|5502919_EMP_TERM|5502919|5502919|ACTIVE_PROCESS|Employee|131426|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502921_EMP_ASG|HIRE|1978/10/01|4712/12/31|1|Y|5502921_EMP_TERM|5502921|5502921|ACTIVE_PROCESS|Employee|131427|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502951_EMP_ASG|HIRE|1985/06/24|4712/12/31|1|Y|5502951_EMP_TERM|5502951|5502951|ACTIVE_PROCESS|Employee|131428|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502967_EMP_ASG|HIRE|1991/01/01|4712/12/31|1|Y|5502967_EMP_TERM|5502967|5502967|ACTIVE_PROCESS|Employee|131429|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502973_EMP_ASG|HIRE|1998/07/01|4712/12/31|1|Y|5502973_EMP_TERM|5502973|5502973|ACTIVE_PROCESS|Employee|131430|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5502986_EMP_ASG|HIRE|1990/04/23|4712/12/31|1|Y|5502986_EMP_TERM|5502986|5502986|ACTIVE_PROCESS|Employee|131431|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503003_EMP_ASG|HIRE|1977/01/01|4712/12/31|1|Y|5503003_EMP_TERM|5503003|5503003|ACTIVE_PROCESS|Employee|131432|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503015_EMP_ASG|HIRE|2000/10/01|4712/12/31|1|Y|5503015_EMP_TERM|5503015|5503015|ACTIVE_PROCESS|Employee|131447|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503042_EMP_ASG|HIRE|2003/07/01|4712/12/31|1|Y|5503042_EMP_TERM|5503042|5503042|ACTIVE_PROCESS|Employee|131448|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503056_EMP_ASG|HIRE|1999/12/31|4712/12/31|1|Y|5503056_EMP_TERM|5503056|5503056|ACTIVE_PROCESS|Employee|131449|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503059_EMP_ASG|HIRE|1974/11/11|4712/12/31|1|Y|5503059_EMP_TERM|5503059|5503059|ACTIVE_PROCESS|Employee|131450|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503066_EMP_ASG|HIRE|1984/03/01|4712/12/31|1|Y|5503066_EMP_TERM|5503066|5503066|ACTIVE_PROCESS|Employee|131451|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503111_EMP_ASG|HIRE|1980/02/11|4712/12/31|1|Y|5503111_EMP_TERM|5503111|5503111|ACTIVE_PROCESS|Employee|131452|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503138_EMP_ASG|HIRE|2013/11/25|4712/12/31|1|Y|5503138_EMP_TERM|5503138|5503138|ACTIVE_PROCESS|Employee|131453|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503145_EMP_ASG|HIRE|2011/03/01|4712/12/31|1|Y|5503145_EMP_TERM|5503145|5503145|ACTIVE_PROCESS|Employee|131454|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503164_EMP_ASG|HIRE|1996/11/04|4712/12/31|1|Y|5503164_EMP_TERM|5503164|5503164|ACTIVE_PROCESS|Employee|131455|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503214_EMP_ASG|HIRE|1977/10/01|4712/12/31|1|Y|5503214_EMP_TERM|5503214|5503214|ACTIVE_PROCESS|Employee|131456|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503243_EMP_ASG|HIRE|2001/12/18|4712/12/31|1|Y|5503243_EMP_TERM|5503243|5503243|ACTIVE_PROCESS|Employee|131457|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503265_EMP_ASG|HIRE|1999/12/31|4712/12/31|1|Y|5503265_EMP_TERM|5503265|5503265|ACTIVE_PROCESS|Employee|131458|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503274_EMP_ASG|HIRE|2007/04/02|4712/12/31|1|Y|5503274_EMP_TERM|5503274|5503274|ACTIVE_PROCESS|Employee|131459|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503305_EMP_ASG|HIRE|1979/12/03|4712/12/31|1|Y|5503305_EMP_TERM|5503305|5503305|ACTIVE_PROCESS|Employee|131474|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503311_EMP_ASG|HIRE|2014/10/01|4712/12/31|1|Y|5503311_EMP_TERM|5503311|5503311|ACTIVE_PROCESS|Employee|131475|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503325_EMP_ASG|HIRE|1998/10/01|4712/12/31|1|Y|5503325_EMP_TERM|5503325|5503325|ACTIVE_PROCESS|Employee|131476|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503340_EMP_ASG|HIRE|1992/01/01|4712/12/31|1|Y|5503340_EMP_TERM|5503340|5503340|ACTIVE_PROCESS|Employee|131485|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503407_EMP_ASG|HIRE|2002/01/07|4712/12/31|1|Y|5503407_EMP_TERM|5503407|5503407|ACTIVE_PROCESS|Employee|131486|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503433_EMP_ASG|HIRE|1989/10/01|4712/12/31|1|Y|5503433_EMP_TERM|5503433|5503433|ACTIVE_PROCESS|Employee|131487|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503435_EMP_ASG|HIRE|1969/08/18|4712/12/31|1|Y|5503435_EMP_TERM|5503435|5503435|ACTIVE_PROCESS|Employee|131488|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503446_EMP_ASG|HIRE|2016/04/04|4712/12/31|1|Y|5503446_EMP_TERM|5503446|5503446|ACTIVE_PROCESS|Employee|131489|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503447_EMP_ASG|HIRE|1997/11/03|4712/12/31|1|Y|5503447_EMP_TERM|5503447|5503447|ACTIVE_PROCESS|Employee|131490|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503466_EMP_ASG|HIRE|1997/02/03|4712/12/31|1|Y|5503466_EMP_TERM|5503466|5503466|ACTIVE_PROCESS|Employee|131491|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503472_EMP_ASG|HIRE|2012/04/16|4712/12/31|1|Y|5503472_EMP_TERM|5503472|5503472|ACTIVE_PROCESS|Employee|131492|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
MERGE|Assignment|ALTAHRN01|5503497_EMP_ASG|HIRE|2004/03/01|4712/12/31|1|Y|5503497_EMP_TERM|5503497|5503497|ACTIVE_PROCESS|Employee|131493|UOB Business Unit|University of Birmingham|SUB_MAT_EXP_SP|Y
